key	accuracy	armour	campaign_action_points	category	charge_bonus	class	historical_description_text	man_animation	man_entity	melee_attack	melee_defence	morale	bonus_hit_points	mount	num_mounts	primary_melee_weapon	primary_missile_weapon	rank_depth	shield	short_description_text	spacing	training_level	articulated_record	engine	is_male	visibility_spotting_range_min	visibility_spotting_range_max	attribute_group	spot_dist_tree	spot_dist_scrub	reload	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	ground_stat_effect_group	secondary_ammo	primary_ammo	damage_mod_flame	damage_mod_magic	num_engines	damage_mod_physical	damage_mod_missile	damage_mod_all	ai_usage_group	can_skirmish	can_brace	mounted_draughts	sync_locomotion	capture_tier	key_building_capture_tier	score_capture_tier	harmony_amplification_type	first_person	ar_unit_category	healing_power	spell_mastery	infinite_secondary_ammo
#land_units_tables;53;db/land_units_tables/!!!@Deer24HEF
DEERHEF_NVQISHI	10	wh2_main_plate_90	2100	inf_melee	15	inf_mel	wh2_dlc15_unit_long_text_hef_inf_mistwalkers_faithbearers	hu1d_elf_sword_and_shield	wh2_main_hef_infantry_heavy_blood_dismembers	38	44	90	65		0	DEERHEF_NVQISHI		7	wh_missile_block_55_metal	DEERHEF_NVQISHI	wh2_main_inf_2handed_ordered	trained			false	40.0000	1500.0000	DEERHEF_NVQISHI	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0000	small	0	0	0	0	0	10	0	0	melee	false	true	false	false	default	default	domination_infantry				1.0000	1.0000	false
DEERHEF_NVQISHI1	10	wh2_main_plate_90	2100	cavalry	40	cav_shk	wh2_main_unit_long_text_hef_cav_dragon_princes	hu1d_elf_hr1_warhorse_sword_and_shield	wh_main_cavalry_rider_standard_blood	44	46	90	88	wh2_main_hef_mnt_barded_steed	60	DEERHEF_NVQISHI		4	wh_missile_block_55_metal	DEERHEF_NVQISHI	wh_main_cavalry_ordered	trained			false	40.0000	1500.0000	DEERHEF_NVQISHI	60	80	0	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1.0000	large	0	0	0	0	0	10	0	0	melee_flanker_shock	false	false	false	false	low	low	domination_cav				1.0000	1.0000	false
DEERHEF_FENGHUANGSHOUWEI	10	wh2_main_plate_100	2100	inf_melee	10	inf_mel	wh2_main_unit_long_text_hef_inf_phoenix_guard	hu1d_hef_spear_and_shield	wh2_main_hef_infantry_standard_blood_dismembers_phoenix_guard	50	54	100	137		0	DEERHEF_FENGHUANGSHOUWEI		5	wh_missile_block_55_metal	DEERHEF_FENGHUANGSHOUWEI	wh2_main_inf_2handed_ordered	trained			true	40.0000	1500.0000	DEERHEF_FENGHUANGSHOUWEI	60	80	0	vo_sel_hef_Phoenix_Guard	vo_sel_melee	vo_sel_culture	1.0000	small	0	0	0	0	0	30	0	0	melee_anti_large	false	true	false	false	medium	medium	domination_infantry				1.0000	1.0000	false
DEERHEF_SHOUWANGZHE	10	wh2_main_body_80	2100	war_beast	45	cav_shk	wh2_dlc15_unit_long_text_hef_inf_mistwalkers_griffon_knights	hu1b_dlc16_arahan_dr1_wb_bow	wh_main_infantry_standard_hero_blood	42	38	95	2190	DEERHEF_SHOUWANGZHEegle	4	DEERHEF_SHOUWANGZHE	DEERHEF_SHOUWANGZHE	1	none	DEERHEF_SHOUWANGZHE	wh2_dlc15_super_monstrous_cavalry_flying	trained			false	40.0000	1500.0000	DEERHEF_SHOUWANGZHE	60	80	0	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1.0000	large	0	30	0	0	0	0	25	0	flying_melee_highvalue	false	false	false	false	cant_capture	cant_capture	cant_capture				1.0000	1.0000	false
DEERHEF_AISAANGQISHI	10	wh2_main_plate_90	2100	cavalry	80	cav_shk	wh2_main_unit_long_text_hef_cav_dragon_princes	hu1d_elf_hr1_warhorse_spear	wh_main_cavalry_rider_standard_blood	50	48	95	98	DEERHEF_AISAANGQISHIma	60	DEERHEF_AISAANGQISHI		4	none	DEERHEF_AISAANGQISHI	wh_main_cavalry_ordered	trained			false	40.0000	1500.0000	DEERHEF_AISAANGQISHI	60	80	0	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1.0000	large	0	0	0	0	0	15	15	0	melee_flanker_shock	false	false	false	false	low	low	domination_cav				1.0000	1.0000	false
DEERHEF_BAITAJIANSHENG	10	wh2_main_plate_100	2100	inf_melee	20	inf_mel	wh2_main_unit_long_text_hef_inf_swordmasters_of_hoeth_0	hu1d_elf_2handed_sword	wh2_main_hef_infantry_heavy_blood_dismembers	60	44	95	134		0	DEERHEF_BAITAJIANSHENG		5	wh_missile_block_20_inaudible	DEERHEF_BAITAJIANSHENG	wh2_main_inf_2handed_ordered	trained			true	40.0000	1500.0000	DEERHEF_BAITAJIANSHENG	60	80	0	vo_sel_hef_Swordmaster_of_Hoeth	vo_sel_melee	vo_sel_culture	1.0000	small	0	0	0	0	0	0	0	0	melee	false	true	false	false	medium	medium	domination_infantry				1.0000	1.0000	false
DEERHEF_NAJIARUISIHEIWEI	10	wh2_main_plate_100	2100	inf_melee	18	inf_mel	wh2_main_unit_long_text_hef_inf_phoenix_guard	hu1d_elf_halberd	wh2_main_hef_infantry_standard_blood_dismembers_phoenix_guard	48	46	90	147		0	DEERHEF_NAJIARUISIHEIWEI		5	none	DEERHEF_NAJIARUISIHEIWEI	wh2_main_inf_2handed_ordered	trained			true	40.0000	1500.0000	DEERHEF_NAJIARUISIHEIWEI	60	80	0	vo_sel_def_Black_Guard_of_Naggarond1	vo_sel_melee	vo_sel_culture	1.0000	small	0	0	0	0	0	0	0	0	melee_anti_large	false	true	false	false	medium	medium	domination_infantry				1.0000	1.0000	false
DEERHEF_DIGONGTONGWEI	10	wh2_main_plate_90	2100	inf_melee	18	inf_mel	wh2_dlc15_unit_long_text_hef_inf_mistwalkers_faithbearers	hu1d_dlc15_yvresse_dual_sword	wh2_main_hef_infantry_heavy_blood_dismembers	52	52	90	130		0	DEERHEF_DIGONGTONGWEI		7	none	DEERHEF_DIGONGTONGWEI	wh2_main_inf_2handed_ordered	trained			false	40.0000	1500.0000	DEERHEF_DIGONGTONGWEI	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0000	small	0	0	0	0	0	15	0	0	melee	false	true	false	false	default	default	domination_infantry				1.0000	1.0000	false
DEERHEF_HAIMEN	10	wh2_main_plate_90	2100	inf_ranged	6	inf_mis	wh2_main_unit_long_text_hef_inf_lothern_sea_guard_1	hu1d_elf_spear_and_shield_bow	wh2_main_hef_infantry_heavy_blood_dismembers	32	44	90	60		0	wh2_main_hef_spear_guard	DEERHEF_HAIMEN	4	wh_missile_block_55_metal	DEERHEF_HAIMEN	wh_main_infantry_2handed	trained			true	40.0000	1500.0000	DEERHEF_HAIMEN	60	80	0	vo_sel_hef_Lothern_Sea_Guard	vo_sel_melee	vo_sel_culture	1.0000	small	0	30	0	0	0	0	0	0	hybrid_melee	true	true	false	false	medium	medium	domination_infantry				1.0000	1.0000	false
