key	category	class	short_description_text	historical_description_text	campaign_action_points	man_entity	man_animation	num_mounts	mount	spacing	rank_depth	morale	bonus_hit_points	training_level	armour	shield	primary_missile_weapon	accuracy	primary_ammo	primary_melee_weapon	melee_attack	charge_bonus	melee_defence	num_engines	engine	articulated_record	is_male	visibility_spotting_range_min	visibility_spotting_range_max	attribute_group	spot_dist_tree	spot_dist_scrub	reload	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	ground_stat_effect_group	secondary_ammo	damage_mod_flame	damage_mod_magic	damage_mod_physical	damage_mod_missile	damage_mod_all	ai_usage_group	can_skirmish	mounted_draughts	sync_locomotion	capture_tier	key_building_capture_tier	score_capture_tier	harmony_amplification_type	can_brace	first_person	ar_unit_category	healing_power	spell_mastery	infinite_secondary_ammo	default_guard_mode
#land_units_tables;54;db/land_units_tables/!!!Guns_of_Bretonnia_III
bret_acolytes	inf_melee	inf_mel	wh_pro04_unit_short_text_brt_inf_battle_pilgrims_ror	wh_dlc07_unit_long_text_brt_battle_pilgrims	2100	wh_main_infantry_standard_blood_dismembers	hu1_empire_2handed_sword	0		wh_main_infantry_greatswords	6	85	72	trained	wh2_main_chainmail_80	none		10	0	wh_dlc07_brt_squire_sword_great	40	22	33	0			true	40.0000	1500.0000	wh_pro04_brt_inf_battle_pilgrims_ror_0	60	80	0	vo_sel_bretonnian_battle_pilgrim	vo_sel_melee	vo_sel_culture	1.0000	small	0	0	0	0	0	0	melee	false	false	false	medium	medium	domination_infantry		true			1.0000	1.0000	false	false
bret_armored_fusiliers	inf_ranged	inf_mis	wh_main_unit_short_text_emp_state_handgunners	wh_main_unit_long_text_emp_state_troops	2100	wh_main_infantry_standard_light_blood_dismembers	hu1_empire_sword_rifle	0		wh_main_infantry_musket	4	85	102	trained	wh2_main_plate_100	none	wh_special_expert	30	32	wh_main_emp_sword_short	20	4	24	0			true	40.0000	1500.0000	gob3_special_ranged_elite_attributes	60	80	35	vo_sel_handgunners	vo_sel_ranged	vo_sel_generic	1.0000	small	0	0	0	0	0	0	ranged_direct	true	false	false	medium	medium	domination_infantry		false			1.0000	1.0000	false	false
bret_armored_halberdiers	inf_melee	inf_mel	wh_main_unit_short_text_emp_state_halberdiers	wh_main_unit_long_text_emp_state_troops	2100	wh_main_infantry_standard_blood_dismembers	hu1_empire_halberd	0		wh_main_infantry_pike	6	85	86	trained	wh2_main_plate_110	none		10	0	custom_halberd_long	38	16	42	0			true	40.0000	1500.0000	gob3_special_elite_pike_attributes	60	80	0	vo_sel_halberdiers	vo_sel_melee	vo_sel_culture	1.0000	small	0	0	0	0	0	0	melee_anti_large	false	false	false	medium	medium	domination_infantry		true			1.0000	1.0000	false	false
bret_arquebusiers	inf_ranged	inf_mis	wh_dlc04_unit_short_text_emp_free_company_militia	wh_dlc04_unit_long_text_emp_free_company_militia	2100	wh_main_infantry_standard_light_blood_dismembers	hu1_empire_sword_rifle	0		wh_main_infantry_musket	4	55	60	trained	wh2_main_plate_60	none	wh_special_trained	10	22	wh_main_emp_sword_short	22	4	20	0			true	40.0000	1500.0000	wh_main_emp_inf_handgunners	60	80	0	vo_sel_empire_free_company	vo_sel_ranged	vo_sel_generic	1.0000	small	0	0	0	0	0	0	ranged_direct	true	false	false	medium	medium	domination_infantry		false			1.0000	1.0000	false	false
bret_art_grand_battery	artillery	art_fld	wh_main_unit_short_text_emp_great_cannon	wh_main_unit_long_text_emp_great_cannon	2100	wh2_dlc16_infantry_standard_crew_blood_dismembers	hu1_empire_helstorm_crew	0		wh_main_artillery_small	5	80	66	trained	wh2_main_plate_85	none		20	40	wh_main_emp_sword_short	10	5	6	8	wh_main_emp_art_great_cannon_hammer		true	40.0000	1500.0000	wh_main_emp_art_great_cannon	60	80	0	vo_sel_great_cannon	vo_sel_artillery	vo_sel_generic_short	1.0000	small	0	0	0	0	0	0	ranged_direct_arty	false	false	false	medium	medium	domination_artillery		false	emp_great_cannon		1.0000	1.0000	false	false
bret_art_great_cannon	artillery	art_fld	wh_main_unit_short_text_emp_great_cannon	wh_main_unit_long_text_emp_great_cannon	2100	wh2_dlc16_infantry_standard_crew_blood_dismembers	hu1_empire_helstorm_crew	0		wh_main_artillery_small	5	60	40	trained	wh2_main_leather_20	none		10	32	wh_main_emp_sword_short	10	5	6	4	wh_main_emp_art_great_cannon		true	40.0000	1500.0000	wh_main_emp_art_great_cannon	60	80	0	vo_sel_great_cannon	vo_sel_artillery	vo_sel_culture	1.0000	small	0	0	0	0	0	0	ranged_direct_arty	false	false	false	medium	medium	domination_artillery		false	emp_great_cannon		1.0000	1.0000	false	false
bret_art_helstorm_rocket_battery	artillery	art_fld	wh_main_unit_short_text_emp_helstorm_rocket_battery	wh_main_unit_long_text_emp_helstorm_rocket_battery	2100	wh2_dlc16_infantry_standard_crew_blood_dismembers	hu1_empire_helstorm_crew	0		wh_main_artillery_small	5	50	40	trained	wh2_main_leather_20	none		10	66	wh_main_emp_sword_short	10	5	6	4	wh_main_emp_art_helstorm_rocket_battery		true	40.0000	1500.0000	wh_main_emp_art_helstorm_rocket_battery	60	80	0	vo_sel_helstorm	vo_sel_artillery	vo_sel_culture	1.0000	small	0	0	0	0	0	0	ranged_indirect_arty	false	false	false	medium	medium	domination_artillery		false	emp_helstorm_rocket_battery		1.0000	1.0000	false	false
bret_art_mortar	artillery	art_fld	wh_main_unit_short_text_emp_mortar	wh_main_unit_long_text_emp_mortar	2100	wh2_dlc16_infantry_standard_crew_blood_dismembers	hu1_empire_helstorm_crew	0		wh_main_artillery_small	5	60	40	trained	wh2_main_leather_20	none		10	22	wh_main_emp_sword_short	10	5	6	4	wh_main_emp_art_mortar		true	40.0000	1500.0000	wh_main_emp_art_mortar	60	80	0	vo_sel_mortar	vo_sel_artillery	vo_sel_culture	1.0000	small	0	0	0	0	0	0	ranged_indirect_arty	false	false	false	medium	medium	domination_artillery		false	emp_mortar		1.0000	1.0000	false	false
bret_crossbowmen	inf_ranged	inf_mis	wh_main_unit_short_text_emp_state_crossbowmen	wh_main_unit_long_text_emp_state_troops	2100	wh_main_infantry_standard_light_blood_dismembers	hu1_empire_sword_crossbow	0		wh_main_infantry_ranged	4	50	74	trained	wh2_main_plate_60	none	wh_main_emp_crossbow	10	30	wh_main_emp_sword_short	14	10	15	0			true	40.0000	1500.0000	wh_main_emp_inf_crossbowmen	60	80	0	vo_sel_crossbowmen	vo_sel_ranged	vo_sel_generic	1.0000	small	0	0	0	0	0	0	ranged	true	false	false	medium	medium	domination_infantry		false			1.0000	1.0000	false	false
