unit	land_unit	num_men	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	is_naval	weight	recruitment_cost	upkeep_cost	create_time	campaign_cap	multiplayer_cost	multiplayer_cap	caste	prestige	additional_building_requirement	religion_requirement	recruitment_movie	resource_requirement	world_leader_only	can_trade	special_edition_mask	unique_index	in_encyclopedia	region_unit_resource_requirement	audio_voiceover_culture	ui_unit_group_land	ui_unit_group_naval	tier	is_high_threat	porthole_camera	mount	use_hitpoints_in_campaign	unit_scaling	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	restrict_xp_gain_in_campaign	audio_voiceover_actor_group	food_cost	has_spoken_vo	is_monstrous	multiplayer_qb_cap	vo_is_dragon	vo_is_dinosaur	optional_ui_element
#main_units_tables;7;db/main_units_tables/!!!!landmarks_of_legend_wh
albino_guard	albino_guard	160	wh_main_shp_transport	1	1	160	false	medium	1500	380	2	1	1350	1	melee_infantry	0					false	false	0	0	true		vo_culture_None	wh2_main_skv_infantry_halberd		4	true	skv_clan_rats		false	true		1200.0000	0.0000	false	vo_culture_None	false	wh_vo_actor_silent	0	false	false	0	false	false	
axe_brothers	axe_brothers	60	wh_main_shp_transport	1	1	60	false	heavy	1200	300	2	6	1100	0	melee_infantry	0					false	false	0	0	true		wh3_main_vo_culture_Khorne	axe_brothers		3	false	vamp_grave_guard		false	true		1200.0000	0.0000	false	vo_culture_None	false	wh3_main_vo_actor_Khorne_Cultist_Of_Khorne	0	true	false	6	false	false	
azul_guard	azul_guard	75	wh_main_shp_transport	1	1	75	false	heavy	800	215	1	2	700	0	melee_infantry	0					false	false	0	0	true		wh_main_vo_culture_Dwarf	infantry_axe		3	false	dwf_warrior_45_degrees		false	true		700.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Dwarf_Infantry	0	true	false	6	false	false	
badland_rangers	badland_rangers	80	wh_main_shp_transport	1	1	80	false	medium	1250	313	1	1	850	0	missile_infantry	0					false	false	0	0	true		wh_main_vo_culture_Empire	badland_rangers		3	false	wef_infantry_30_degrees		false	true		213.0000	637.0000	false	vo_culture_None	false	wh_main_vo_actor_Empire_Infantry	0	true	false	6	false	false	
baerson_warrior	baerson_warrior	100	wh_main_shp_transport	1	1	100	false	medium	900	188	1	4	750	0	melee_infantry	0					false	false	0	0	true		wh_main_vo_culture_Chaos	infantry_axe_dual		2	false	chaos_warrior_30_degrees		false	true		750.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Chaos_Marauder	0	true	false	6	false	false	
bearded_skull_miners	bearded_skull_miners	100	wh_main_shp_transport	1	1	100	false	heavy	400	91	1	3	325	0	melee_infantry	0					false	false	0	0	true		wh_main_vo_culture_Dwarf	bearded_skull_miners		3	false	dwf_warrior_15_degrees		false	true		325.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Dwarf_Infantry	0	true	false	6	false	false	
black_gulf_orcs	black_gulf_orcs	100	wh_main_shp_transport	1	1	100	false	heavy	800	200	2	1	800	0	melee_infantry	0					false	false	0	0	true		wh_main_vo_culture_Orc	infantry_sword		3	true	grn_orc_45_degrees		false	true		800.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Orc_Infantry	0	true	false	6	false	false	
blue_orc	blue_orc	90	wh_main_shp_transport	1	1	90	false	heavy	490	120	1	-1	550	0	melee_infantry	0					false	false	0	0	true		wh_main_vo_culture_Orc	infantry_axe		1	false	grn_orc_30_degrees		false	true		550.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Orc_Infantry	0	true	false	6	false	false	
braconnier_horsemen	braconnier_horsemen	60	wh_main_shp_transport	1	1	60	false	medium	850	185	1	-1	550	0	missile_cavalry	0					false	false	0	0	true		wh_main_vo_culture_Bretonnian	missile_cavalry_bow		2	false	emp_reiksguard		false	true		300.0000	250.0000	false	vo_culture_None	false	wh_main_vo_actor_Bretonnian_Mounted	0	true	false	6	false	false	
braconniers	braconniers	90	wh_main_shp_transport	1	1	90	false	light	660	160	1	-1	350	0	missile_infantry	0					false	false	0	0	true		wh_main_vo_culture_Bretonnian	missile_infantry_bow		1	false	emp_soldier_15_degrees		false	true		100.0000	250.0000	false	vo_culture_None	false	wh_main_vo_actor_Bretonnian_Infantry	0	true	false	6	false	false	
brother_bears	brother_bears	18	wh_main_shp_transport	1	1	18	false	medium	1100	280	2	-1	1100	0	war_beast	0					false	false	0	0	true		wh3_main_vo_culture_Kislev	wh3_main_monster_feral_bear		3	false	ksl_war_bear_riders		false	true		1600.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_default	0	true	false	6	false	false	
brotherhood_ranger_templars	brotherhood_ranger_templars	90	wh_main_shp_transport	1	1	90	false	medium	850	180	1	-1	850	0	missile_infantry	0					false	false	0	0	true		wh3_main_vo_culture_Kislev	wh3_main_ksl_pistol_axe_infantry		2	false	ksl_soldier_15_degrees		false	true		500.0000	150.0000	false	vo_culture_None	false	wh3_main_vo_actor_Kislev_Male_Unit	0	true	false	6	false	false	
bst_giant_spider	bst_giant_spider	60	wh_main_shp_transport	1	1	60	false	heavy	300	0	1	-1	550	0	monster	0					false	false	0	0	true		wh_main_vo_culture_Spider_Small	grn_spider_hatchling		3	false	grn_aracknarok		false	true		550.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_default	0	false	true	6	false	false	
bst_giant_wolves	bst_giant_wolves	48	wh_main_shp_transport	1	1	48	false	medium	650	35	1	-1	650	0	war_beast	0					false	false	0	0	true		wh_main_vo_culture_Dire_Wolves_WarHound	war_beast		3	false	vamp_dire_wolf		false	true		650.0000	0.0000	false	wh_main_vo_culture_Vampire_Creature_Order_Giver	false	wh_main_vo_actor_default	0	false	false	6	false	false	
cathay_ogres	cathay_ogres	24	wh_main_shp_transport	1	1	16	false	very_heavy	650	163	1	-1	650	0	monstrous_infantry	0					false	false	0	0	true		wh3_main_vo_culture_Ogres	wh3_main_ogr_monstrous_dual_weapons		2	false	ogre_infantry		false	true		650.0000	0.0000	true	vo_culture_None	false	wh3_main_vo_actor_Ogres_Ogreunit	0	true	false	6	false	false	
chd_skaven_labourers	chd_skaven_labourers	180	wh_main_shp_transport	1	1	180	false	medium	150	38	1	-1	150	0	melee_infantry	0					false	false	0	0	true		wh2_main_vo_culture_Skaven	infantry_sword		1	false	skv_clan_rats		false	true		150.0000	0.0000	false	wh2_main_vo_culture_Skaven	false	wh2_main_vo_actor_Skaven_Unit	0	true	false	6	false	false	
children_of_doom	children_of_doom	100	wh_main_shp_transport	1	1	100	false	heavy	1200	300	2	1	1200	1	melee_infantry	0					false	false	0	0	true		wh3_main_vo_culture_Nurgle	children_of_doom		3	false	emp_soldier_15_degrees		false	true		1200.0000	0.0000	false	vo_culture_None	false	wh_dlc04_vo_actor_Empire_Inf	0	true	false	6	false	false	
