unit	land_unit	num_men	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	is_naval	weight	recruitment_cost	upkeep_cost	create_time	campaign_cap	multiplayer_cost	multiplayer_cap	caste	prestige	additional_building_requirement	religion_requirement	recruitment_movie	resource_requirement	world_leader_only	can_trade	special_edition_mask	unique_index	in_encyclopedia	region_unit_resource_requirement	audio_voiceover_culture	ui_unit_group_land	ui_unit_group_naval	tier	is_high_threat	porthole_camera	mount	use_hitpoints_in_campaign	unit_scaling	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	restrict_xp_gain_in_campaign	audio_voiceover_actor_group	food_cost	has_spoken_vo	is_monstrous	multiplayer_qb_cap	vo_is_dragon	vo_is_dinosaur	optional_ui_element
#main_units_tables;7;db/main_units_tables/!!!trojan_archer
slaanbull	slaanbull	12	wh_main_shp_transport	1	1	160	false	heavy	3560	460	3	-1	1700	3	monstrous_infantry	0					false	false	0	0	true		wh3_main_vo_culture_Khornataur	slaanbull_ui		4	true	cst_animated_hulks		false	true		320.0000	500.0000	true	vo_culture_None	false	wh_main_vo_actor_default	0	false	true	3	false	false	
slaanbulldual	slaanbulldual	12	wh_main_shp_transport	1	1	160	false	heavy	3560	460	3	-1	1700	3	monstrous_infantry	0					false	false	0	0	true		wh3_main_vo_culture_Khornataur	slaanbull_ui		4	true	cst_animated_hulks		false	true		320.0000	500.0000	true	vo_culture_None	false	wh_main_vo_actor_default	0	false	true	3	false	false	
slaanbullshield	slaanbullshield	12	wh_main_shp_transport	1	1	160	false	heavy	3560	460	3	-1	1700	3	monstrous_infantry	0					false	false	0	0	true		wh3_main_vo_culture_Khornataur	slaanbull_ui		4	true	cst_animated_hulks		false	true		320.0000	500.0000	true	vo_culture_None	false	wh_main_vo_actor_default	0	false	true	3	false	false	
slacygor	slacygor	1	wh_main_shp_transport	1	1	1	false	very_heavy	4000	469	3	1	2500	1	monster	0					false	false	0	0	true		wh_dlc03_vo_culture_Beastmen_Cygor	wh_dlc03_bst_cygor		5	true	bst_cygor		true	true		925.0000	1280.0000	true	vo_culture_None	true	wh_main_vo_actor_default	0	false	true	1	false	false	
trod	trod	1	wh_main_shp_transport	1	1	1	false	heavy	5000	610	3	1	2500	1	monster	0					false	false	0	0	true		wh2_dlc09_vo_culture_Ushabti	slaanbull_ui		5	true	bst_minotaur_15		true	true		1150.0000	900.0000	true	vo_culture_None	true	wh3_main_vo_actor_DaemonPrince_Generic_Slaanesh	0	false	true	1	false	false	
trojan	trojan	1	wh_main_shp_transport	1	1	1	false	very_heavy	3600	469	3	-1	1969	2	monster	0					false	false	0	0	true		wh2_dlc09_vo_culture_Necrosphinx	trojan_ui		4	true	tmb_hierotitan		true	true		320.0000	980.0000	true	vo_culture_None	false	wh_main_vo_actor_default	0	false	true	2	false	false	
tror	tror	4	wh_main_shp_transport	1	1	160	false	heavy	6969	1069	3	1	3050	1	monstrous_infantry	0					false	false	0	0	true		wh2_dlc09_vo_culture_Ushabti	monstrous_infantry		5	true	dae_dp		false	true		1200.0000	1200.0000	true	vo_culture_None	true	wh3_main_vo_actor_DaemonPrince_Generic_Slaanesh	0	false	true	1	false	false	
tros	tros	1	wh_main_shp_transport	1	1	1	false	heavy	5700	615	3	1	2500	1	monster	0					false	false	0	0	true		wh2_dlc09_vo_culture_Ushabti	troy_ui		5	true	chaos_warrior_15_degrees		true	true		700.0000	1280.0000	true	vo_culture_None	true	wh3_main_vo_actor_DaemonPrince_Generic_Slaanesh	0	false	true	1	false	false	
troy	troy	12	wh_main_shp_transport	1	1	160	false	heavy	5450	669	3	1	2500	3	monstrous_infantry	0					false	false	0	0	true		wh2_dlc09_vo_culture_Ushabti	troy_ui		5	true	ksl_ice_guard		false	true		1150.0000	900.0000	true	vo_culture_None	true	wh_main_vo_actor_default	0	false	true	1	false	false	
troym	troym	12	wh_main_shp_transport	1	1	160	false	heavy	5450	660	3	1	2500	3	monstrous_infantry	0					false	false	0	0	true		wh2_dlc09_vo_culture_Ushabti	troy_ui		5	true	chs_archaon		false	true		1150.0000	900.0000	true	vo_culture_None	true	wh_main_vo_actor_default	0	false	true	1	false	false	
troym2	troym2	4	wh_main_shp_transport	1	1	160	false	heavy	6200	665	3	1	2500	3	monstrous_infantry	0					false	false	0	0	true		wh2_dlc09_vo_culture_Ushabti	troy_ui		5	true	ksl_infantry_15_degrees		false	true		500.0000	500.0000	true	vo_culture_None	true	wh_main_vo_actor_default	0	false	true	1	false	false	
