key	text	tooltip
#Loc;1;text/@@@DEER24Cathay/db/!!!!!!wwd_missions_and_shengqi.loc		
campaign_payload_ui_details_description_dummy_lyh_agent_mision_canceled	The mission may fail or be canceled midway if the region is destroyed, but occupying the region will still grant the hero.	true
missions_localised_title_mission_lyh_cth_yawei_wh3_1	Three Stars of Xingpo · Part 1	true
missions_localised_description_mission_lyh_cth_yawei_wh3_1	The Raven Guard army is stationed at Xingpo under the Moon Empress's orders, protecting the Celestial Observatory and rooting out heresy. The Grandmaster "Raven Guardian" is also present in this city and will support the Dragon's endeavors if circumstances require it.	true
campaign_payload_ui_details_description_dummy_lyh_cth_yawei_wh3_1	Complete the follow-up mission to seek rewards.	true
missions_localised_title_mission_lyh_cth_yawei_wh3_2	Three Stars of Xingpo · Part 2	true
missions_localised_description_mission_lyh_cth_yawei_wh3_2	One of the Three Stars of Xingpo, deeply versed in the Dao, appears sometimes as human, sometimes as a raven, making it hard to discern their true form. Initially feared by many alchemists, their heart is with the people, leading the Raven Guard and serving the Moon Empress. With great deeds in safeguarding the nation, they are a vital asset to the Celestial Observatory.	true
campaign_payload_ui_details_description_dummy_lyh_cth_yawei_wh3_2	A [[img:icon_hero]][[/img]] legendary hero will join your faction.	true
campaign_payload_ui_details_description_dummy_WWD_zhuque_canceled	The mission may fail or be canceled midway if the region is destroyed, but completing the mission will still grant units.	true
campaign_payload_ui_details_description_dummy_mission_WWD_zhuque	Complete the follow-up mission to seek rewards.	true
campaign_payload_ui_details_description_dummy_mission_WWD_zhuque_2	A legendary unit will join your elite recruitment pool (but you must reach a fixed level to unlock recruitment).	true
missions_localised_title_mission_WWD_xuanwu	The Three Great Beasts of Cathay: Xuanwu · Part 1	true
missions_localised_description_mission_WWD_xuanwu	In the northern lands, under the Seven Lunar Mansions, the Xuanwu, a turtle-snake intertwined in eternal union, stands as the guardian of the north under the Dragon Emperor's command. The Astronomers of the Celestial Observatory believe this mighty beast slumbers beneath the high walls of Ao Gate. Its power will clear obstacles in our path; we must immediately march to this city!	true
missions_localised_title_mission_WWD_xuanwu_02	The Three Great Beasts of Cathay: Xuanwu · Part 2	true
missions_localised_description_mission_WWD_xuanwu_02	Xuanwu's power will shield our armies. Earn the great beast's trust and show Xuanwu our resolve to protect the realm.	true
missions_localised_title_mission_WWD_baihu	The Three Great Beasts of Cathay: Baihu · Part 1	true
missions_localised_description_mission_WWD_baihu	In the western reaches, Baihu embodies the essence of metal, harmonizing the Five Elements, sustaining balance in the world under the Dragon Emperor's mandate. The deserts of the Dimensional Stone are home to bizarre and feral creatures, yet this immaculate beast reigns supreme. Baihu's arrival will enable us to crush any enemies who dare obstruct our path. We must venture to Shanyang and seek an alliance with the Master of Battle.	true
missions_localised_title_mission_WWD_baihu_2	The Three Great Beasts of Cathay: Baihu · Part 2	true
missions_localised_description_mission_WWD_baihu_2	Baihu's power will annihilate our enemies, but first, we must prove our worth. The immaculate beast has emerged from the sands; now, battle the Master of Battle!	true
missions_localised_title_mission_WWD_zhuque	The Three Great Beasts of Cathay: Zhuque · Part 1	true
