key	skeleton
#battle_animations_table_tables;0;db/battle_animations_table_tables/!!!dominion
hu1c_ksl_champion_01	humanoid01c
hc7_ksl_runemech_01	hybridcreature07
hu1c_ksl_eclipse_01	humanoid01c
hu1c_ksl_cavernbear_rider_01	humanoid01c
hu1c_ksl_charger_01	humanoid01c
wm_locomotive01_dom_heavy_tank_01	locomotive01
wm_dom_flying_fort_mortar_01	dreadquakemortar01
hu13_bulwark_cannon_01	humanoid13
wm_dom_flame_tank_01	steamtank01
hu1_dom_vol_legion_ball_launcher_01	humanoid01
wm_aerospear_01	gyrobomber01
wm_dom_pillbox_01	doomwheel01
hu13_dom_bulwark_pistol_01	humanoid13
hu1c_ksl_cavernbear_rider_02	humanoid01c
hu1e_dom_warblimp_captain_01	humanoid01e
hu13_ogre_royalrook_02	humanoid13
gi2_ksl_urbem_eversorem_01	giant02
hu1c_ksl_lightrifle_01	humanoid01c
hu1_dom_aeronaughts_01	humanoid01
hu13_ogre_royalrook_01	humanoid13
hu1c_ksl_heavyrifle_01	humanoid01c
