key	skeleton
#battle_animations_table_tables;0;db/battle_animations_table_tables/!!!!!!1a_glf_unit_expansion
glf_hu17_skaven_halberd_and_rifle	humanoid17
glf_hu1_vmp_skeleton_sword_and_bow	humanoid01
glf_hu1_empire_halberd_and_shield	humanoid01
glf_hu1e_halberd_javelin	humanoid01e
glf_hu3_chd_machine_gun	humanoid03
hu18b_stormfiend_warpfire	humanoid18b
glf_hu1_hr1_warhorse_sword_and_crossbow	humanoid01
glf_hu1c_wh3_kislev_pistol_and_spear	humanoid01c
glf_hu1d_wef_spear_and_shield_bow	humanoid01d
hu18b_stormfiend_rattling_gun	humanoid18b
glf_hu13_ogr_sword_and_crossbow	humanoid13
glf_hu1_vmp_zombie_halberd	humanoid01
glf_hu1e_wm_chariot01_jade_warrior_crossbow	humanoid01e
glf_hu3_dwarf_spear_shield_and_javelin	humanoid03
glf_hu13_eshin_maneater_sword_and_dart	humanoid13
glf_hu1b_avalon_hr1_warhorse_sword_and_bow	humanoid01b
glf_hu1e_2handed_sword	humanoid01e
glf_hu1_teb_ox1_lance_sword_shield	humanoid01
glf_hu16_wh3_slaanesh_rp1_heartseekers_of_slaanesh_archers	humanoid16
glf_hu1_sword_crossbow_shield	humanoid01
glf_hu6e_ushabti_2handed_axe	humanoid06e
glf_hu16_wh3_daemonette_exalted_bow	humanoid16
glf_gi01c_terracotta_sentinel_bow	giant01c
glf_hu16_wh3_daemonette_bow	humanoid16
glf_hu3_dwarf_machine_gun	humanoid03
glf_hu1_vmp_zombie_rifle	humanoid01
glf_hu1e_hr1_warhorse_fire_spear	humanoid01e
