key	skeleton
#battle_animations_table_tables;0;db/battle_animations_table_tables/!!!derpy_gunpowder_units
dwf_8mm_turret	steamtank01turret01
dwf_20mm_turret	steamtank01turret01
dwf_landship_with_tracks	dreadquakemortar01
dwf_autocannon_2handed	humanoid03
dwf_truck_tracks	dreadquakemortar01
dwf_landship_huge	dreadquakemortar01
dwf_landship_boar_roast	dreadquakemortar01
dwf_pistol_shield	humanoid03
dwf_rider_grenade_rifle	humanoid03
dwf_multiple_rocket_turret	steamtank01turret01
dwf_tankard_riders	humanoid03
dwf_8mm_gunner	humanoid03
dwf_rider_dual_pistol	humanoid03
dwf_gunaxe_2handed_chd	humanoid03
dwf_rider_repeater_rifle	humanoid03
dwf_rocket_barrage	humanoid03
dwf_pistol_2handed	humanoid03
dwf_triplecannon_turret	steamtank01turret01
dwf_gatling_turret	steamtank01turret01
dwf_flame_turret	steamtank01turret01
