key	skeleton
#battle_animations_table_tables;0;db/battle_animations_table_tables/!!!Zerooz_All_Units
bi1_small_eagle	bird01
def_cav_shadow_maiden	humanoid01b
def_mon_shadow_lifetaker	snake02
emp_cav_gryph_knights	humanoid01
emp_inf_ostland_salamanders	humanoid01
emp_inf_sigmar_attaker	humanoid01
emp_inf_sigmar_destroyer	humanoid01
emp_inf_sigmar_guards	humanoid01
emp_inf_sons_of_the_reik	humanoid01
emp_inf_taals_marksmen	humanoid01
gi01c_terracotta_watcher	giant01c
gi1_treemen_hunter_bow	giant01c
gi1_treemen_hunter_bow_evil	giant01c
hu13_plague_ogres_cannon	humanoid13
hu1_empire_bc2_crossbow	humanoid01
hu1_empire_dark_angel	humanoid01
hu1_empire_ultimate_warrior	humanoid01
hu1_plague_cultist	humanoid01
hu1_plague_cultist_hr1_warhorse	humanoid01
hu1_sunrider_hr1_warhorse_lance_sword_shield	humanoid01
hu1_tza_change_of_thousand_sons	humanoid01
hu1b_bi1_hef_cav_skyraider_of_eternal	humanoid01b
hu1b_def_khaine_tracker	humanoid01b
hu1b_elf_twilight_guard	humanoid01b
hu1b_haven_praetorian	humanoid01
hu1b_haven_squire	humanoid01
hu1b_hef_2handed_spear	humanoid01b
hu1b_hef_hr1_rider_of_eternal	humanoid01b
hu1b_st1_hef_cav_strike_of_eternal	humanoid01b
hu1c_exalted_eightbound	humanoid01c
hu1c_khorne_the_red_revelation	humanoid01c
hu1d_cothique_abyss_observers	humanoid01d
hu1d_cth_hr1_warhorse_jade_crossbow_rider	humanoid01d
hu1d_dual_axe_of_chrace	humanoid01d
hu1d_elf_talsyn_hawks	humanoid01d
hu1d_halberd_and_bow	humanoid01d
hu1d_hef_sword_and_shield_magic	humanoid01d
hu1d_mage_of_hoeth	humanoid01d
hu1d_moon_yinyang_maiden	humanoid01d
hu1d_sea_master	humanoid01d
hu1d_sword_master_of_phenix	humanoid01d
hu1d_the_light_of_yvresse	humanoid01d
hu1d_wef_war_druid_human	humanoid01d
hu1e_bian	humanoid01e
hu1e_cth_hr1_celestial_axe	humanoid01e
hu1e_cth_hr1_xiaoguojun	humanoid01e
hu1e_guandao	humanoid01e
hu1e_hr1_nangao_fire_lancer	humanoid01e
hu1e_hr1_warhorse_sword_and_shield_crassbow	humanoid01e
hu1e_nangao_firework_trops	humanoid01e
hu1e_shuo	humanoid01e
hu22_onyx_armored_crowmen	humanoid22
hu6b_tzaangors_axe_and_bow	humanoid06b
to1_plague_toad_rangede	toad01
