key	text	tooltip
#Loc;1;text/!!!whc_units_unlock.loc		
building_culture_variants_name_north_station_1wh3_main_cth_cathay	Northern Encampment	true
building_short_description_texts_short_description_north_station_1	Countless soldiers' families are housed here.	true
building_culture_variants_name_north_station_2wh3_main_cth_cathay	Military Household Quarters	true
building_short_description_texts_short_description_north_station_2	Young men of good families stationed in these towns hone their resolve.	true
building_culture_variants_name_north_station_3wh3_main_cth_cathay	Thunder Cart Hall	true
building_short_description_texts_short_description_north_station_3	The Iron Guard patrolling the Great Bastion are dispatched from here.	true
building_culture_variants_name_north_station_4wh3_main_cth_cathay	Blacksteel Keep	true
building_short_description_texts_short_description_north_station_4	The legendary Dragon Spine Sentinels are said to be stationed here.	true
building_culture_variants_name_north_station_5wh3_main_cth_cathay	Black Tortoise Tower	true
building_short_description_texts_short_description_north_station_5	The gate is strictly guarded by the Watch Wardens.	true
building_sets_onscreen_name_north_station	Northern Military Town Series	true
building_sets_onscreen_description_north_station	Constructing this series progressively unlocks unique units native to the Northern Provinces.	true
effects_description_whc_enable_north_units_tier_1	Unlocks recruitment of Garrison Spear Archers, Garrison Blade Crossbowmen, Garrison Spear Cavalry, and Jade Bastion Guards (Mace).	true
effects_description_whc_enable_north_units_tier_2	Unlocks recruitment of Jade Bastion Guards (Spear).	true
effects_description_whc_enable_north_units_tier_3	Unlocks recruitment of Jade Bastion Guards (Modao), Jade Bastion Guards (Halberd), and Jade Bastion Sky Riders.	true
effects_description_whc_enable_north_units_tier_4	Unlocks recruitment of Sentinels of the Great Bastion and Thunder Lancers.	true
effects_description_whc_enable_north_units_tier_5	Unlocks recruitment of Gatekeeper Vanguard and Dragon Gate Drakes.	true
building_culture_variants_name_west_station_1wh3_main_cth_cathay	Western Encampment	true
building_short_description_texts_short_description_west_station_1	Guards of the Ivory Road set out from here.	true
building_culture_variants_name_west_station_2wh3_main_cth_cathay	Recruit Quarters	true
building_short_description_texts_short_description_west_station_2	All recruits must serve several years before becoming frontier garrison troops.	true
building_culture_variants_name_west_station_3wh3_main_cth_cathay	Furnace Hall	true
building_short_description_texts_short_description_west_station_3	The plan to equip garrison troops with enchanted armor originated here.	true
building_culture_variants_name_west_station_4wh3_main_cth_cathay	Gilded Keep	true
building_short_description_texts_short_description_west_station_4	The grand forge roars endlessly, channeling the winds of magic.	true
building_culture_variants_name_west_station_5wh3_main_cth_cathay	White Tiger Tower	true
