key	text	tooltip
#Loc;1;text/!!!cth_shenjiying_ui_group_name.loc		
ui_unit_groupings_onscreen_north_sword_crossbow	Sword and Crossbow Infantry	false
ui_unit_groupings_onscreen_north_mace_crossbow	Mace and Crossbow Infantry	false
ui_unit_groupings_onscreen_north_modao_crossbow	Modao and Crossbow Infantry	false
ui_unit_groupings_onscreen_west_repeater_crossbow	Repeater Crossbow Infantry	false
ui_unit_groupings_onscreen_west_repeater_crossbow_cav	Repeater Crossbow Cavalry	false
ui_unit_groupings_onscreen_west_zhanmadao	Zhanmadao Infantry	false
ui_unit_groupings_onscreen_east_sanyanchong	Triple-Eye Arquebus Infantry	false
ui_unit_groupings_onscreen_east_jinchong	Halberd Arquebus Infantry	false
ui_unit_groupings_onscreen_east_langxian	Spiked Wolf Lance Infantry	false
ui_unit_groupings_onscreen_east_firework_bow	Firearm Ranged Infantry	false
ui_unit_groupings_onscreen_east_flail_cav	Flail and Bow Cavalry	false
ui_unit_groupings_onscreen_south_greataxe_cav	Great Axe Melee Cavalry	false
ui_unit_groupings_onscreen_guardian_lion_rider_jian	Guardian Lion Jian Riders	false
ui_unit_groupings_onscreen_guardian_lion_rider_vajra	Guardian Lion Shock Riders	false
ui_unit_groupings_onscreen_south_ox_rider	Ox Riders	false
ui_unit_groupings_onscreen_north_bian_mcav	Bianlong Cavalry	false
ui_unit_groupings_onscreen_east_jiaolong_mcav	Jiaolong Cavalry	false
ui_unit_groupings_onscreen_south_tiger_mcav	Tiger Cavalry	false
