key	precursor	default_projectile	audio_type	use_secondary_ammo_pool
#missile_weapons_tables;11;db/missile_weapons_tables/!!!!!!!2xunitsize_compat_snek_guns_of_the_empire
snek_emp_gote_art_war_baloon	false	snek_emp_gote_art_war_baloon	rocket_battery	false
snek_emp_gote_hakbutschutzen	false	snek_emp_gote_hakbutschutzen	hand_cannon	false
snek_emp_gote_inf_bergjaeger	false	snek_emp_gote_inf_bergjaeger	repeater_gun	false
snek_emp_gote_inf_dwarf_crank_gunners	false	snek_emp_gote_inf_dwarf_crank_gunners	clattergun	false
snek_emp_gote_inf_eisenbombers	false	snek_emp_gote_inf_eisenbombers	grenade_launcher	false
snek_emp_gote_inf_ersatzsolder	false	snek_emp_gote_inf_ersatzsolder	repeater_rifle	false
snek_emp_gote_inf_field_engineers	false	snek_emp_gote_inf_field_engineers_repeater	repeater_gun	false
snek_emp_gote_inf_ironsides	false	snek_emp_gote_inf_ironsides	repeater_gun	false
snek_emp_gote_inf_leadbelchers	false	snek_emp_gote_inf_leadbelchers	great_cannon	false
snek_emp_gote_inf_longrifles	false	snek_emp_gote_inf_longrifles	great_cannon	false
snek_emp_gote_inf_rocketeers	false	snek_emp_gote_inf_rocketeers		false
snek_emp_gote_jaegerkorps	false	snek_emp_gote_jaegerkorps	wh2_dlc12_warplock_jezzails	false
snek_emp_gote_munitions_crew	false	snek_emp_gote_munitions_crew	great_cannon	false
snek_emp_gote_pegasus_pistolkorps	false	snek_emp_gote_pegasus_pistolkorps	hand_cannon	false
snek_emp_gote_thricepistol	false	snek_emp_gote_thricepistol	pistol	false
snek_emp_gote_veh_hellblaster_wagon	false	snek_emp_gote_veh_hellblaster_wagon	gatling_gun	false
snek_emp_juggernaut_blunderbuss	false	snek_ogr_juggernaut	grand_cannon	false
snek_emp_steamcopter	false	snek_emp_gote_steamcopter_gun	orgun_gun	false
