key	precursor	default_projectile	audio_type	use_secondary_ammo_pool
#missile_weapons_tables;11;db/missile_weapons_tables/!!!!!!!2xunitsize_compat_!!scm_motm
fleshrender_hunters	false	fleshrender_hunters		false
gnoblar_spider_chariot	false	gnoblar_spider_chariot		false
grill_throwing	false	grill_throwing		false
motm_brudd_cannon	false	motm_brudd_cannon	grand_cannon	false
motm_gnoblar_scraplauncher	false	motm_gnoblar_scraplauncher_shot		false
motm_ironblaster	false	motm_ironblaster_shot	iron_blaster	false
motm_ogr_bosun	false	motm_ogr_bosun	pistol	false
motm_sandbad_pistol	false	motm_sandbad_pistol	pistol	false
motm_targog_harpoon	false	motm_targog_harpoon		false
motm_vazgrat_pistol	false	motm_vazgrat_pistol	pistol	false
nosso_boogies	false	nosso_boogies		false
nosso_boogies_bodyguard	false	nosso_gitz_boogies		false
ogr_flame_thrower	false	ogr_flame_thrower	magma_cannon	false
ogr_flameeater_pistol	false	ogr_flameeater_pistol	pistol_Ogre	false
um_gnoblar_spider_riders_1	false	wh_grn_goblin_arrow_poison_spider_mounted	bow	false
um_gnoblar_spider_riders_ror	false	wh2_dlc15_grn_goblin_arrow_fire_lava_spider_mounted	bow	false
um_ogr_blackpowder	false	um_ogr_blackpowder	gatling_gun	false
um_ogr_blu	false	um_ogr_blu		false
um_ogr_diver_02	false	um_ogr_diver_02		false
um_ogr_skullflingers	false	um_ogr_skullflingers		false
