key	precursor	default_projectile	audio_type	use_secondary_ammo_pool
#missile_weapons_tables;11;db/missile_weapons_tables/!!!!!!!2xunitsize_compat_Mf_Bertrand_Thieves_Honor
brt_Crownless_arrow	false	brt_Crownless_arrow	bow_LH	false
brt_Faceless_arrow	false	brt_Faceless_arrow	bow_LH	false
brt_aspirant_hoods_arrow	false	brt_aspirant_hoods_arrow	bow_LH	false
brt_bertrand_arrow	false	brt_bertrand_arrow	bow_LH	false
brt_hugo_le_petit_arrow	false	brt_hugo_le_petit_arrow	bow_LH	false
brt_longbow_herrimault	false	brt_longbow_arrow_herrimault	bow	false
mf_srvbrgTH_brt_brigand_blunderbuss	false	mf_srvbrgTH_brt_brigand_blunderbuss	blunderbuss	false
mf_srvbrgTH_brt_brigand_rapscallions_pistol	false	mf_srvbrgTH_brt_brigand_rapscallions_pistol	pistol	false
mf_srvbrgTH_brt_desperado_pistol	false	mf_srvbrgTH_brt_desperado_pistol	pistol_LH	false
mf_srvbrgTH_brt_desperado_pistol_dual	false	mf_srvbrgTH_brt_desperado_pistol_dual	pistol_LH	false
mf_srvbrgTH_brt_knave_pistol	false	mf_srvbrgTH_brt_knave_pistol	pistol	false
mf_srvbrgTH_brt_longbow_herrimault_ranger	false	mf_srvbrgTH_brt_longbow_herrimault_ranger	bow	false
mf_srvbrgTH_brt_outlaw_chief_pistol	false	mf_srvbrgTH_brt_outlaw_chief_pistol	pistol_LH	false
mf_srvbrgTH_brt_outlaw_chief_pistol_dual	false	mf_srvbrgTH_brt_outlaw_chief_pistol_dual	pistol_LH	false
