key	precursor	default_projectile	audio_type	use_secondary_ammo_pool
#missile_weapons_tables;11;db/missile_weapons_tables/!!!!!!!2xunitsize_compat_bodyguards_allinone_en
assassin_bodyguard1	false	assassin_bodyguard1		false
assassin_bodyguard2	false	assassin_bodyguard2		false
chd_bodyguard_daemon_tongue_main	false	chd_bodyguard_daemon_tongue	wh3_dlc23_iron_daemon_flamethrower	false
chd_bodyguard_iron_daemon_daemonsmith	false	chd_bodyguard_iron_daemon_daemonsmith	wh3_dlc23_iron_daemon_carronade	false
chd_bodyguard_iron_daemon_main	false	chd_bodyguard_iron_daemon	wh3_dlc23_iron_daemon_carronade	false
chd_castellan_bodyguard1	false	chd_castellan_bodyguard1	globe	false
chd_castellan_bodyguard2	false	chd_castellan_bodyguard2	wh3_dlc23_fireglaive	false
chd_castellan_war_machine_dreadquake_mortar_shell	false	chd_castellan_war_machine_dreadquake_mortar_shell	magma_cannon	false
chd_overseer_bodyguard2	false	chd_overseer_bodyguard2	blunderbuss	false
chd_overseer_war_machine_dreadquake_mortar_shell	false	chd_overseer_war_machine_dreadquake_mortar_shell	magma_cannon	false
chd_sorcerer_prophet_bodyguard1	false	chd_sorcerer_prophet_bodyguard1	globe	false
chd_sorcerer_prophet_bodyguard2	false	chd_sorcerer_prophet_bodyguard2_1	drakegun	false
cst_gunnery_wight_bodyguard1	false	cst_bodyguard_handcannon_bullet	hand_cannon	false
cst_gunnery_wight_bodyguard2	false	cst_bodyguard_rifle_bullet	repeater_rifle	false
cst_gunnery_wight_bodyguard3	false	cst_bodyguard_deck_gunner_bullet_ror	deck_gunner_cannon_RoR	false
cst_gunnery_wight_bodyguard4	false	cst_bodyguard_rifle_deck_dropper_bullet	repeater_rifle	false
cst_gunnery_wight_bodyguard5	false	cst_bodyguard_rifle_bullet_crab	repeater_rifle	false
cst_gunnery_wight_mount1	false	cst_bodyguard_necrofex_colossus_cannon_ball		false
cst_gunnery_wight_mount2	true	cst_bodyguard_mount_rider_rifle	repeater_rifle	true
cst_vampire_fleet_admiral_female_mount1	false	cst_bodyguard_necrofex_colossus_cannon_ball_lord		false
cst_vampire_fleet_admiral_female_mount2	true	cst_bodyguard_mount_rider_rifle	repeater_rifle	true
cst_vampire_fleet_admiral_mount1	false	cst_bodyguard_necrofex_colossus_flame		false
cst_vampire_fleet_admiral_mount2	true	cst_bodyguard_mount_rider_rifle	repeater_rifle	true
cth_alchemist_bodyguard2	false	cth_alchemist_bodyguard_iron_hail_gun	iron_hail_gunner	false
cth_alchemist_bodyguard3	false	cth_alchemist_bodyguard_musket	repeater_gun	false
cth_alchemist_bodyguard4	false	cth_alchemist_bodyguard_crane_gun	iron_hail_gunner	false
cth_alchemist_bodyguard5	false	cth_alchemist_bodyguard_sniper_gun	repeater_rifle	false
cth_alchemist_bodyguard6	false	cth_alchemist_bodyguard_hand_cannon_0	hand_cannon	false
cth_alchemist_mount1	false	cth_bodyguard_sky_lantern_gun	deck_gunner_cannon	false
cth_alchemist_mount2	false	cth_bodyguard_sky_junk_rocket	rocket_battery	false
cth_alchemist_mount3	false	cth_bodyguard_sky_junk_0	rocket_battery	false
cth_astromancer_bodyguard2	false	cth_bodyguard_peasant_bow	bow	false
cth_astromancer_bodyguard4	false	cth_bodyguard_dragon_crossbow	crossbow	false
cth_astromancer_mount2_heaven_projectiles	false	cth_astromancer_mount2_heaven_projectiles		false
cth_gate_master_bodyguard1	false	cth_bodyguard_crossbow_double	crossbow	false
cth_gate_master_bodyguard2	false	cth_bodyguard_crossbow_double_weak	crossbow	false
cth_magistrate_bodyguard_yin_1	false	cth_bodyguard_crossbow_strong	crossbow	false
cth_magistrate_bodyguard_yin_2	false	cth_bodyguard_crossbow	crossbow	false
cth_magistrate_bodyguard_yin_3	false	cth_bodyguard_bow	bow	false
cth_magistrate_bodyguard_yin_4	false	cth_bodyguard_bow_weak	bow	false
cth_magistrate_bodyguard_yin_5	false	cth_bodyguard_crossbow_repeater	crossbow	false
cth_magistrate_bodyguard_yin_6	false	cth_bodyguard_musket	repeater_gun	false
cth_magistrate_bodyguard_yin_7	false	cth_bodyguard_iron_hail_gun	iron_hail_gunner	false
cth_magistrate_mount1	false	cth_bodyguard_sky_junk_rocket	rocket_battery	false
cth_magistrate_mount2	false	cth_bodyguard_sky_junk_0	rocket_battery	false
cth_shugengan_yang_bodyguard3	false	cth_bodyguard_dragon_crossbow_yang	crossbow	false
cth_shugengan_yang_bodyguard4	false	cth_bodyguard_dragon_hand_cannon_0	hand_cannon	false
cth_shugengan_yin_bodyguard3	false	cth_bodyguard_dragon_crossbow_yin	crossbow	false
cth_shugengan_yin_bodyguard4	false	cth_bodyguard_dragon_longbow_yin	bow	false
