key	precursor	default_projectile	audio_type	use_secondary_ammo_pool
#missile_weapons_tables;11;db/missile_weapons_tables/!!!!!!!2xunitsize_compat_str_skaven_clans
bc_chained_proj	false	bc_chained_proj	globe	false
clan_vrrtkin_cutthroat	true	clan_vrrtkin_death_globe_proj	globe	false
clan_vrrtkin_death_globe	false	clan_vrrtkin_death_globe_proj	globe	false
clan_vrrtkin_poison_globe	false	clan_vrrtkin_poison_globe_proj	globe	false
clan_vrrtkin_poison_wind_mortar	false	clan_vrrtkin_poison_wind_mortar_proj	poison_wind_mortar	false
clan_vrrtkin_poison_wind_mortar_ror	false	clan_vrrtkin_poison_wind_mortar_ror	poison_wind_mortar	false
clan_vrrtkin_skavenslave_sling	false	clan_vrrtkin_skavenslave_sling_proj		false
clan_vrrtkin_warpgas	false	clan_vrrtkin_warpgas_proj	globe	false
hcm_vatbacks_proj	false	hcm_vatbacks_proj	globe	false
hcs_ror_lektrik_proj	false	hcs_ror_lektrik_proj		false
hcs_ror_technox_proj	false	hcs_ror_technox_proj	wh2_dlc12_ikit_warpfiregun	false
liger_skv_bombs	false	liger_skv_bomb		false
liger_skv_hero_rifle	false	liger_skv_hero_rifle_bullet	repeater_gun	false
liger_skv_hero_rifle_sniper	false	liger_skv_hero_rifle_sniper	repeater_gun	false
liger_skv_rifle_crewrat	false	liger_skv_rifle_crewrat	repeater_gun	false
liger_skv_rifle_storm	false	liger_skv_rifle_storm	repeater_gun	false
rathan_inf_range_fanatics_missile	false	rathan_inf_range_fanatics_missile	javelin	false
rathan_ratling	false	rathan_ratling	wh2_dlc12_ratling_gun	false
str_crooktail_slinger_ror_sling	false	str_crooktail_slinger_ror_sling		false
str_feesik_plague_lord_sling	false	str_feesik_plague_lord_sling		false
str_ferrik_grenadiers	false	str_ferrik_grenadiers		false
str_gnaw_beaststalker	false	str_gnaw_beaststalker	javelin	false
str_gnaw_clanrat_net	false	str_gnaw_clanrat_net		false
str_gnaw_clanrat_net_precursor	true	str_gnaw_clanrat_net		false
str_gnaw_dagger_flinger	false	wh3_dlc23_chd_hobgoblin_throwing_knife		false
str_haematoma_bombadiers	false	str_haematoma_bombadiers		false
str_haematoma_juggernauts_precursor	true	str_haematoma_juggernauts_precursor		false
str_haematoma_pyroclasts	false	str_haematoma_pyroclasts	warpfiregun	false
str_haematoma_ravagers	false	str_haematoma_ravagers		false
str_kreepus_eshin_sorcerer	false	str_kreepus_eshin_sorcerer	wh2_dlc12_warplock_jezzails	false
str_kreepus_gnawlitch_globe	false	str_kreepus_gnawlitch_globe	globe	false
str_kreepus_gutters_pistol	false	str_kreepus_gutters_pistol	wh2_dlc12_warplock_jezzails	false
str_kreepus_misericorde_pistol	false	str_kreepus_misericorde_pistol	wh2_dlc12_warplock_jezzails	false
str_kreepus_night_pistol	false	str_kreepus_night_pistol	wh2_dlc12_warplock_jezzails	false
str_kreepus_stalkscent_throwing_star	false	str_kreepus_stalkscent_throwing_star		false
str_rikzik	false	str_rikzik		false
str_ror_burrow_crackers	false	str_ror_burrow_crackers		false
str_ror_skullsplinters	false	str_ror_skullsplinters	wh2_dlc12_warplock_jezzails	false
str_ror_warpshields	false	str_ror_warpshields	wh2_dlc12_ratling_gun	false
str_skully_gutter_runner_ror	false	str_skully_gutter_runner_ror		false
str_skully_gutter_runner_slings_ror	false	str_skully_gutter_runner_slings_ror		false
str_skully_raksheed	false	wh2_dlc14_spell_stealth_warp_stars		false
str_skurvy_commodore_sling	false	str_skurvy_commodore_sling		false
str_skurvy_engineer	false	str_skurvy_engineer		false
str_skurvy_gyrobomber	false	str_skurvy_gyrobomber		false
str_verms_scuttler_wep	false	str_verms_scuttler_wep		false
str_verms_spidersilk	false	str_verms_spidersilk		false
str_verms_spidersilk_lord	false	str_verms_spidersilk_lord		false
str_verms_spidersilk_ror	false	str_verms_spidersilk_ror		false
str_verms_wormoil_flask_ror	false	str_verms_wormoil_flask_ror		false
str_verms_wormoil_sling	false	str_verms_wormoil_sling		false
thom_ferrik_jezzail	false	thom_ferrik_jezzail	repeater_gun	false
thom_ferrik_poison_wind_mortar	false	thom_ferrik_poison_wind_mortar	mortar	false
thom_ferrik_poison_wind_mortar_ror	false	thom_ferrik_poison_wind_mortar_ror	mortar	false
thom_ratling	false	thom_ratling	wh2_dlc12_ratling_gun	false
trikstab_globe	false	trikstab_globe	globe	false
